Device_ID,Timestamp,Heart_Rate,Steps,Activity_Label,Activity_Confidence,Temperature,Humidity,Location,Battery_Level,Calories_Burned
Device_6,37:47.1,78,1101,Walking,0.86,22.8,53,Gym,48,3.48
Device_3,42:47.1,99,1404.366332,Walking,0.94,22.1,41.5,Gym,84,4.11
Device_9,47:47.1,63,10,Sedentary,0.93,24,82,Street,86,3.12
Device_3,52:47.1,89,2961,Walking,0.94,22,58.6,Gym,36,3.79
Device_3,57:47.1,177.48,75,Sedentary,0.96,20.9,82,Street,67,7.78
Device_3,02:47.1,120,310,Cycling,0.87,21,44,Home,53,4.89
Device_6,07:47.1,112,244,Cycling,0.92,22.3,43,Gym,76,4.57
Device_6,12:47.1,136,4560,Running,0.87,22,59.2,Office,64,5.58
Device_7,17:47.1,116,4320,Running,0.93,24.3,78.05,Street,70,4.73
Device_9,22:47.1,69,157,Sedentary,0.9,29.5,43,Park,45,3.26
Device_7,27:47.1,254.77,1635,Walking,0.96,22,82,Gym,60,13.43
Device_1,32:47.1,71,5,Sedentary,1,29.7,70.7,Park,66,3.3
Device_4,37:47.1,303.43,2906,Walking,0.9,21,73.1,Park,47,18.03
Device_5,42:47.1,102,157,Cycling,0.87,24,35.4,Home,71,4.21
Device_6,47:47.1,97,1253,Walking,0.99,20.7,44.2,Home,70,4.04
Device_2,52:47.1,62,3522,Running,0.98,22.6,37,Office,91,7.5
Device_8,57:47.1,62,1208,Walking,0.86,24.2,59.5,Home,51,7.5
Device_4,02:47.1,65,157,Sedentary,0.98,21.9,30,Home,56,3.16
Device_7,07:47.1,62,4790,Running,0.99,22,61.39,Home,24,7.5
Device_5,12:47.1,63,157,Sedentary,0.89,20.5,47.2,Home,35,7.5
Device_2,17:47.1,89,1751,Walking,0.89,52.41,49.2,Office,92,3.79
Device_1,22:47.1,104,1876,Walking,0.93,46.49,72.44,Office,34,4.28
Device_2,27:47.1,101,157,Walking,0.94,24.4,38.6,Street,78,4.18
Device_1,32:47.1,63,2627,Walking,0.88,22.4,57.7,Street,39,7.5
Device_5,37:47.1,92,771,Walking,0.88,25,98.12,Home,27,3.88
Device_10,42:47.1,263.35,580,Walking,0.87,20.7,43.2,Street,32,14.18
Device_3,47:47.1,109,167,Walking,0.91,20.7,49.3,Street,82,4.46
Device_6,52:47.1,63,849,Walking,0.97,23.1,44.9,Home,49,8.4
Device_4,57:47.1,109,80,Cycling,0.93,22,55.7,Office,69,4.46
Device_8,02:47.1,88,291,Cycling,0.9,21.5,45.6,Office,32,3.76
Device_3,07:47.1,99,2954,Walking,0.86,20.6,30.2,Street,67,4.11
Device_3,12:47.1,63,167,Sedentary,0.92,21.9,30.2,Home,34,8.4
Device_6,17:47.1,57,14,Sedentary,0.86,22.3,37.6,Home,42,3
Device_8,22:47.1,60,88,Sedentary,0.86,31.8,32.1,Park,86,3.06
Device_6,27:47.1,63,167,Cycling,0.92,23,82,Park,93,8.4
Device_9,32:47.1,106,1125,Walking,0.96,22.4,48.7,Home,100,4.35
Device_9,37:47.1,286.25,394,Cycling,0.91,25.6,43.2,Gym,74,16.31
Device_8,42:47.1,116,3044,Running,0.92,24,51.2,Gym,57,4.73
Device_4,47:47.1,127,3689,Running,0.97,30,57.9,Park,52,5.18
Device_6,52:47.1,84,167,Walking,0.92,23.4,43.1,Gym,94,3.64
Device_10,57:47.1,160,3248,Running,0.88,25.8,54.6,Gym,74,6.78
Device_10,02:47.1,145,3234,Running,0.93,22,59.5,Home,57,6.01
Device_1,07:47.1,395.03,3201,Running,0.93,23.4,62.75,Street,35,28.85
Device_2,12:47.1,110,167,Running,0.93,22.4,38.5,Home,87,4.5
Device_8,17:47.1,116,498,Cycling,0.89,23.2,55.9,Street,96,4.73
Device_10,22:47.1,119,4596,Running,0.94,24.7,37.7,Office,23,4.85
Device_1,27:47.1,76,2542,Walking,0.93,22.6,43.6,Home,29,3.43
Device_10,32:47.1,132,445,Cycling,0.96,23,43.5,Gym,69,5.4
Device_7,37:47.1,87,1771,Walking,0.92,24.9,39,Office,67,3.73
Device_5,42:47.1,63,396.8861374,Cycling,0.99,25.7,51.4,Gym,100,8.4
Device_1,47:47.1,63,59,Sedentary,0.9,22.1,82,Office,23,8.4
Device_4,52:47.1,118,3735,Running,0.88,21.6,82,Park,46,4.81
Device_3,57:47.1,100,1904,Walking,0.99,52.41,54.3,Gym,24,4.14
Device_9,02:47.1,71,18,Sedentary,0.93,21.8,31.6,Home,98,3.3
Device_8,07:47.1,63,3433,Running,0.99,22,31.1,Office,70,8.4
Device_8,12:47.1,128,7249.63,Running,0.87,20.5,32,Street,84,5.22
Device_3,17:47.1,60,167,Sedentary,0.99,25.9,51.6,Gym,23,3.06
Device_10,22:47.1,62,62,Sedentary,0.9,23,58.2,Office,56,3.1
Device_5,27:47.1,63,3070,Running,0.91,23.3,50.2,Street,96,8.4
Device_10,32:47.1,93,290,Cycling,0.92,24.4,57.2,Gym,37,3.91
Device_5,37:47.1,77,2190,Walking,0.96,22.1,57.6,Gym,67,3.45
Device_3,42:47.1,115,373,Cycling,0.95,23.5,58.7,Gym,61,4.69
Device_1,47:47.1,63,167,Running,0.88,28,36.6,Park,85,8.4
Device_3,52:47.1,79,2701,Walking,0.88,23.1,82,Park,38,3.51
Device_8,57:47.1,101,190,Cycling,0.98,23.1,35.6,Street,83,4.18
Device_4,02:47.1,98,1140,Walking,0.96,23,54,Park,73,4.07
Device_3,07:47.1,83,1882,Walking,0.9,22,54.8,Office,85,3.62
Device_9,12:47.1,99,2560,Walking,0.98,24.1,30.8,Office,40,4.11
Device_5,17:47.1,109,1596,Walking,0.87,19.2,49.2,Park,47,4.46
Device_10,22:47.1,76,5,Sedentary,0.92,24,49.9,Office,97,3.43
Device_9,27:47.1,70,79,Sedentary,0.89,23,41.9,Office,88,3.28
Device_7,32:47.1,63,68,Sedentary,0.92,25.2,44.6,Gym,35,3.12
Device_5,37:47.1,66,167,Sedentary,0.91,22.6,54,Gym,98,3.19
Device_3,42:47.1,107,167,Cycling,0.94,20.6,43.5,Home,31,4.39
Device_6,47:47.1,59,56,Sedentary,0.97,50.51,53.3,Gym,26,3.04
Device_2,52:47.1,80,2260,Walking,0.93,20,48.4,Park,52,3.53
Device_5,57:47.1,89,1133,Walking,0.96,25.6,54,Gym,24,3.79
Device_5,02:47.1,110,3308,Running,0.95,22.3,54,Gym,70,4.5
Device_1,07:47.1,63,1520,Walking,0.85,21.7,54,Street,49,8.4
Device_6,12:47.1,91,2571,Walking,0.93,23.1,41.5,Gym,97,3.85
Device_6,17:47.1,63,2271,Walking,0.92,22.3,54,Gym,51,8.4
Device_3,22:47.1,89,1009,Walking,0.89,20.8,49.7,Street,51,3.79
Device_10,27:47.1,63,167,Sedentary,0.89,21.8,33.6,Office,93,8.4
Device_8,32:47.1,127,3157,Running,0.86,21.5,34.4,Home,33,5.18
Device_8,37:47.1,217.55,38,Sedentary,0.89,23.3,54,Office,59,10.46
Device_4,42:47.1,85,2756,Walking,1,23,33.2,Office,90,3.67
Device_10,47:47.1,69,172,Sedentary,1,23,54.7,Gym,67,3.26
Device_3,52:47.1,76,172,Sedentary,0.91,22.5,54,Office,91,3.43
Device_8,57:47.1,84,646,Walking,0.94,21.1,48.2,Home,80,3.64
Device_2,02:47.1,271.94,172,Walking,0.98,21.7,40.1,Home,59,14.96
Device_6,07:47.1,75,21,Sedentary,0.98,21.8,42.2,Street,34,3.4
Device_8,12:47.1,122,4644,Running,0.88,20.6,54,Street,62,4.97
Device_6,17:47.1,111,2256,Walking,0.93,21.8,40.4,Office,98,4.53
Device_5,22:47.1,114,214,Cycling,0.93,24.1,41.5,Park,46,4.65
Device_9,27:47.1,109,1801,Walking,0.95,29.7,54,Park,26,4.46
Device_3,32:47.1,146,172,Running,0.9,29.1,52,Park,73,6.06
Device_3,37:47.1,138,172,Running,0.95,23,54.4,Office,67,5.67
Device_8,42:47.1,97,467,Cycling,0.97,23.5,71.6,Park,23,4.04
Device_6,47:47.1,115,4174,Running,0.94,20.4,53.22,Home,91,4.69
Device_10,52:47.1,112,3178,Running,0.94,22.1,97.17,Gym,82,4.57
Device_2,57:47.1,118,172,Running,0.87,21.4,57.7,Office,71,4.81
Device_2,02:47.1,135,9067.32,Running,0.91,20.2,57,Park,71,5.53
Device_4,07:47.1,112,4920,Running,0.91,23.6,37.7,Office,36,4.57
Device_10,12:47.1,134,4262,Running,0.85,23.1,37.3,Home,56,5.49
Device_7,17:47.1,85,2793,Walking,0.88,20.5,57,Street,65,3.67
Device_1,22:47.1,117,192,Cycling,0.99,28.8,57,Park,76,4.77
Device_5,27:47.1,58,172,Sedentary,0.86,29.1,33.2,Park,63,3.02
Device_3,32:47.1,82,57,Sedentary,0.93,29.3,45.8,Park,65,3.59
Device_4,37:47.1,63,172,Sedentary,0.89,23.3,36.7,Home,33,8.4
Device_7,42:47.1,98,400,Cycling,0.98,24.5,57,Office,51,4.07
Device_7,47:47.1,61,14.0906321,Sedentary,0.99,19.1,35.2,Park,68,3.08
Device_3,52:47.1,121,122,Cycling,0.91,20.4,49.8,Office,60,4.93
Device_7,57:47.1,63,172,Sedentary,0.94,23,79.4,Park,92,3.12
Device_9,02:47.1,260.49,563,Walking,0.91,27.3,56.2,Park,93,13.93
Device_3,07:47.1,135,3019,Running,0.95,27.7,37.6,Park,94,5.53
Device_10,12:47.1,77,15,Sedentary,0.96,24.6,55.3,Home,49,3.45
Device_8,17:47.1,78,14.0906321,Sedentary,0.96,20.9,39,Street,21,3.48
Device_5,22:47.1,63,66,Sedentary,0.93,22.7,57,Street,79,8.4
Device_1,27:47.1,64,52,Sedentary,0.91,22.2,55.1,Gym,70,9.2
Device_1,32:47.1,77,172,Sedentary,0.91,23.3,46,Office,45,3.45
Device_1,37:47.1,89,172,Walking,0.95,23,40.1,Gym,53,3.79
Device_1,42:47.1,76,184,Sedentary,0.98,22.9,45.6,Office,82,3.43
Device_9,47:47.1,95,1155,Walking,0.98,20.8,47.1,Home,41,3.98
Device_2,52:47.1,122,4605,Running,0.87,20.5,57,Office,31,4.97
Device_9,57:47.1,92,2198,Walking,0.98,23.4,42.1,Gym,54,3.88
Device_4,02:47.1,68,184,Sedentary,0.96,23,30.9,Office,57,3.23
Device_3,07:47.1,110,1697,Walking,0.92,20.9,39.2,Home,45,4.5
Device_4,12:47.1,105,2489,Walking,0.87,24.1,41.1,Home,82,4.32
Device_2,17:47.1,68,30,Sedentary,0.91,21.7,57,Office,91,3.23
Device_6,22:47.1,63,33,Sedentary,0.95,24.2,47.2,Home,80,3.12
Device_5,27:47.1,64,4124,Running,0.91,22.2,58.7,Gym,68,9.2
Device_8,32:47.1,115,448,Cycling,0.9,23,89.11,Home,98,4.69
Device_5,37:47.1,93,957,Walking,0.86,23.3,52.2,Gym,56,3.91
Device_1,42:47.1,115,293,Cycling,0.9,25.7,66.6,Park,84,4.69
Device_9,47:47.1,87,2523,Walking,0.91,20.7,36,Office,43,3.73
Device_4,52:47.1,266.22,2745,Walking,1,20.2,35.7,Street,99,14.44
Device_10,57:47.1,71,184,Sedentary,0.87,23.4,31.9,Home,32,3.3
Device_5,02:47.1,64,38,Sedentary,0.98,24.6,42.1,Gym,69,9.2
Device_4,07:47.1,58,62,Sedentary,0.97,19.6,62.7,Park,76,3.02
Device_10,12:47.1,64,3946,Running,0.85,24.1,47.5,Street,44,9.2
Device_6,17:47.1,108,2162,Walking,0.91,20.6,47.3,Office,21,4.42
Device_8,22:47.1,64,3533,Running,0.94,24.7,58,Office,67,9.2
Device_9,27:47.1,145,3213,Running,0.91,24.9,34.7,Home,41,6.01
Device_2,32:47.1,86,1025,Walking,0.87,23.5,51,Street,49,3.7
Device_7,37:47.1,78,78,Sedentary,0.95,20.2,48,Home,37,3.48
Device_6,42:47.1,69,184,Sedentary,0.91,30.5,37.1,Park,80,3.26
Device_10,47:47.1,150,3089,Running,0.92,23.4,47.6,Gym,83,6.26
Device_5,52:47.1,64,184,Sedentary,0.99,22.7,57.4,Street,77,9.2
Device_8,57:47.1,101,825,Walking,0.95,22.9,45.9,Home,49,4.18
Device_2,02:47.1,130,139,Cycling,0.87,23,57,Park,55,5.31
Device_1,07:47.1,85,1113,Walking,1,21.1,48.9,Street,83,3.67
Device_5,12:47.1,57,21,Sedentary,0.94,21,50.3,Office,59,3
Device_1,17:47.1,87,2858,Walking,0.88,23,58.8,Office,91,3.73
Device_6,22:47.1,109,184,Walking,0.91,19.9,37,Park,66,4.46
Device_7,27:47.1,65,43,Sedentary,0.97,23,52.1,Gym,55,3.16
Device_2,32:47.1,109,1231,Walking,0.88,23.8,43.3,Gym,42,4.46
Device_3,37:47.1,180.34,45,Sedentary,0.89,31.7,45.6,Park,46,7.95
Device_4,42:47.1,85,184,Walking,0.85,24.3,57.8,Home,61,3.67
Device_2,47:47.1,69,184,Sedentary,0.88,23.4,88.94,Gym,78,3.26
Device_7,52:47.1,64,184,Sedentary,0.86,24,57,Office,87,9.2
Device_7,57:47.1,64,52,Sedentary,0.97,22.1,45.2,Park,56,9.2
Device_8,02:47.1,105,1374,Walking,0.94,20.3,51.3,Office,24,4.32
Device_5,07:47.1,67,43,Sedentary,0.92,21.4,39.1,Street,78,3.21
Device_5,12:47.1,82,67,Sedentary,0.98,23.5,36.9,Street,42,3.59
Device_6,17:47.1,75,184,Sedentary,0.88,24.9,38.5,Street,70,3.4
Device_10,22:47.1,88,1377,Walking,0.91,20.6,31.8,Home,23,3.76
Device_8,27:47.1,123,516.6565103,Cycling,0.99,24.2,67.85,Home,78,5.01
Device_9,32:47.1,68,74,Sedentary,0.88,14,32.4,Street,32,3.23
Device_7,37:47.1,95,655,Walking,0.88,14,48.3,Street,74,3.98
Device_3,42:47.1,64,1761,Walking,0.91,47.76,45.8,Gym,54,9.2
Device_2,47:47.1,97,4281.203719,Walking,0.85,21.9,42,Home,70,4.04
Device_8,52:47.1,107,184,Walking,0.86,23,40.7,Street,88,4.39
Device_5,57:47.1,70,15,Sedentary,0.89,51.56,35.9,Park,68,3.28
Device_7,02:47.1,306.29,846,Walking,0.9,14,47.6,Street,59,18.32
Device_10,07:47.1,109,5001,Running,0.9,14,57,Park,47,4.46
Device_9,12:47.1,108,589,Walking,0.97,23.7,33.7,Office,25,4.42
Device_10,17:47.1,64,184,Running,0.96,14,57,Office,70,9.2
Device_3,22:47.1,64,395,Cycling,0.93,21.8,62,Park,98,9.2
Device_1,27:47.1,106,1676,Walking,0.94,27.8,76.7,Park,58,4.35
Device_9,32:47.1,79,1603,Walking,0.93,14,30.5,Park,87,3.51
Device_9,37:47.1,97,1239,Walking,0.91,25.3,49.2,Gym,88,4.04
Device_5,42:47.1,106,184,Walking,0.99,22.2,41.6,Gym,83,4.35
Device_4,47:47.1,143,4283,Running,0.86,24.3,62,Office,86,5.91
Device_5,52:47.1,77,195,Sedentary,0.92,23,62,Home,95,3.45
Device_2,57:47.1,116,4090,Running,0.87,22.5,56.8,Home,89,4.73
Device_4,02:47.1,147,3903,Running,0.85,14,62,Home,39,6.11
Device_4,07:47.1,96,116,Cycling,0.92,20.5,52.1,Street,29,4.01
Device_10,12:47.1,145,4507,Running,0.87,14,65.2,Park,55,6.01
Device_4,17:47.1,101,1541,Walking,0.98,23.7,44.1,Gym,36,4.18
Device_4,22:47.1,64,49,Sedentary,0.93,22.4,62,Street,31,3.14
Device_3,27:47.1,64,2070,Walking,0.95,24.2,62,Gym,28,9.2
Device_5,32:47.1,103,1126,Walking,0.96,20.4,52.5,Park,34,4.24
Device_2,37:47.1,141,3063,Running,0.94,27.5,30.6,Park,63,5.81
Device_8,42:47.1,122,3206,Running,0.87,24.1,70.1,Park,100,4.97
Device_10,47:47.1,64,2417,Walking,0.98,20.9,30.9,Office,89,9.2
Device_5,52:47.1,64,195,Walking,0.88,14,62,Street,63,9.2
Device_8,57:47.1,64,2076,Walking,0.99,21.3,44.9,Office,96,4.5
Device_9,02:47.1,77,48,Sedentary,0.88,14,44.3,Gym,33,3.45
Device_9,07:47.1,92,195,Walking,0.88,26,60,Gym,70,3.88
Device_3,12:47.1,64,884,Walking,0.94,23.5,48.7,Home,21,4.5
Device_4,17:47.1,102,1912,Walking,0.92,25.4,62,Gym,96,4.21
Device_2,22:47.1,100,1758,Walking,0.86,24.9,49.8,Home,53,4.14
Device_10,27:47.1,108,1339,Walking,0.86,50.09,31.7,Office,22,4.42
Device_10,32:47.1,105,2505,Walking,0.86,23.5,44.5,Home,100,4.32
Device_8,37:47.1,103,1753,Walking,0.87,26.4,77.1,Park,60,4.24
Device_4,42:47.1,113,195,Running,0.94,29.8,71.3,Park,39,4.61
Device_8,47:47.1,64,159,Cycling,0.98,21.9,47.3,Office,93,4.5
Device_4,52:47.1,114,199,Cycling,0.88,20.8,62,Home,34,4.65
Device_9,57:47.1,84,195,Sedentary,0.91,14,69.38,Gym,38,3.64
Device_2,02:47.1,85,2032,Walking,0.86,23,37.7,Home,93,3.67
Device_9,07:47.1,116,4406,Running,0.93,13,50.2,Park,82,4.73
Device_1,12:47.1,86,1396,Walking,0.91,20.2,59.8,Office,37,3.7
Device_2,17:47.1,85,2406,Walking,0.96,22.6,45.3,Gym,72,3.67
Device_3,22:47.1,88,2430,Walking,1,22.1,36.6,Home,77,3.76
Device_1,27:47.1,59,59,Sedentary,0.99,22.9,58.4,Gym,37,3.04
Device_9,32:47.1,249.04,1627,Walking,0.88,13,62,Gym,68,12.94
Device_5,37:47.1,137,4033,Running,0.96,24.2,48.5,Gym,30,5.63
Device_3,42:47.1,136,4243,Running,0.87,22.9,41.5,Home,91,5.58
Device_4,47:47.1,69,195,Sedentary,0.86,23.4,41,Gym,90,3.26
Device_1,52:47.1,59,195,Sedentary,0.98,20.5,45.4,Park,69,3.04
Device_6,57:47.1,128,7362.35,Running,0.96,22.3,46.5,Street,59,5.22
Device_5,02:47.1,77,784,Walking,0.94,24.8,45.7,Home,86,3.45
Device_4,07:47.1,162,3154,Running,0.9,23.8,62,Street,95,6.89
Device_1,12:47.1,101,2641,Walking,0.97,23.8,71.7,Park,66,4.18
Device_6,17:47.1,124,3648,Running,0.98,25.2,56.6,Gym,20,5.05
Device_6,22:47.1,66,13,Sedentary,0.99,24.3,45.5,Gym,54,3.19
Device_9,27:47.1,122,4430,Running,1,20.4,33.5,Office,53,4.97
Device_3,32:47.1,66,77,Sedentary,0.94,24.5,64,Gym,80,3.19
Device_4,37:47.1,75,195,Sedentary,0.94,24.9,48.6,Street,38,3.4
Device_6,42:47.1,124,3391,Running,0.86,46.76,42.7,Gym,27,5.05
Device_2,47:47.1,109,4550,Running,0.99,13,45.6,Gym,64,4.46
Device_9,52:47.1,88,1100,Walking,0.9,22.1,50.3,Street,88,3.76
Device_2,57:47.1,123,74,Cycling,0.96,20.8,64.7,Park,65,5.01
Device_6,02:47.1,102,279,Cycling,0.93,24.4,32.5,Home,44,4.21
Device_10,07:47.1,66,43,Sedentary,0.95,22.6,33.1,Home,84,3.19
Device_6,12:47.1,127,4703,Running,0.93,13,44.6,Street,79,5.18
Device_1,17:47.1,92,195,Walking,0.95,21.7,38.3,Home,85,3.88
Device_7,22:47.1,109,1628,Walking,0.94,24.1,48.6,Gym,94,4.46
Device_5,27:47.1,71,195,Sedentary,0.98,23.7,47,Street,43,3.3
Device_1,32:47.1,69,110.3766181,Sedentary,0.96,24.9,58.5,Office,99,3.26
Device_6,37:47.1,81,195,Sedentary,0.95,49.35,49.1,Gym,42,3.56
Device_9,42:47.1,60,24,Sedentary,0.94,22.7,51.8,Gym,56,3.06
Device_8,47:47.1,97,384,Cycling,0.86,20.7,42.9,Home,45,4.04
Device_10,52:47.1,145,3656,Running,0.89,21.8,37.3,Street,68,6.01
Device_8,57:47.1,271.94,195,Walking,0.93,22.8,41.6,Gym,67,14.96
Device_9,02:47.1,76,25,Sedentary,0.93,13,46.8,Park,29,3.43
Device_3,07:47.1,65,210,Sedentary,0.9,20.6,34.6,Home,71,4.5
Device_1,12:47.1,90,2232,Walking,0.88,25.3,56.8,Gym,100,3.82
Device_5,17:47.1,124,4497,Running,0.99,23,40.1,Street,37,5.05
Device_7,22:47.1,108,3020,Walking,0.97,25.4,44.2,Gym,43,4.42
Device_9,27:47.1,76,2879,Walking,0.91,20.8,44.7,Park,88,3.43
Device_9,32:47.1,85,3325.389175,Walking,0.91,25.9,64,Gym,20,3.67
Device_2,37:47.1,78,492,Walking,0.97,21.6,46,Office,65,3.48
Device_3,42:47.1,155,4360,Running,0.86,23.6,39.9,Street,26,6.51
Device_3,47:47.1,80,69,Sedentary,0.91,21.9,52.4,Home,57,3.53
Device_10,52:47.1,79,6,Sedentary,0.95,13,49,Office,67,3.51
Device_5,57:47.1,107,530,Walking,0.87,25.7,49.2,Gym,25,4.39
Device_2,02:47.1,79,152.6485144,Sedentary,0.99,31.3,64,Park,48,3.51
Device_7,07:47.1,103,450,Cycling,0.88,50.93,46.4,Home,66,4.24
Device_1,12:47.1,118,3930,Running,0.96,13,52.1,Gym,67,4.81
Device_4,17:47.1,81,5,Sedentary,0.98,22.1,64,Office,36,3.56
Device_10,22:47.1,65,1332,Walking,0.95,25,34,Street,30,4.5
Device_7,27:47.1,81,2170,Walking,0.94,13,31.9,Park,34,3.56
Device_10,32:47.1,65,814,Walking,0.98,23.2,53.2,Gym,79,4.5
Device_8,37:47.1,94,1171,Walking,0.99,23,56.5,Gym,87,3.94
Device_7,42:47.1,65,2944,Walking,0.91,31.2,51.9,Park,45,4.5
Device_3,47:47.1,71,210,Sedentary,0.98,27.2,32.4,Park,73,3.3
Device_9,52:47.1,106,1013,Walking,0.88,23.7,64,Home,96,4.35
Device_2,57:47.1,65,1837,Walking,0.99,25.7,46.7,Park,97,4.5
Device_1,02:47.1,67,35,Sedentary,0.96,22.9,53.5,Office,21,3.21
Device_10,07:47.1,106,1148,Walking,0.88,24.4,64,Gym,80,4.35
Device_6,12:47.1,83,1384,Walking,0.85,23.7,64,Home,26,3.62
Device_3,17:47.1,90,172,Cycling,0.99,25.4,37.7,Park,79,3.82
Device_6,22:47.1,96,2482,Walking,0.88,13,51.9,Home,94,4.01
Device_8,27:47.1,104,946,Walking,0.9,13,51.1,Street,61,4.28
Device_9,32:47.1,107,2675,Walking,0.98,21.5,37.5,Office,44,4.39
Device_6,37:47.1,65,210,Sedentary,0.86,23.2,31.3,Office,86,4.5
Device_2,42:47.1,251.94,2093,Walking,0.96,23.5,38.9,Street,57,13.18
Device_4,47:47.1,65,276,Cycling,0.88,22.7,42.7,Gym,51,3.8
Device_5,52:47.1,55,21,Sedentary,0.88,20.4,34.2,Street,69,2.96
Device_3,57:47.1,107,2833,Walking,0.98,22.8,34.5,Street,60,4.39
Device_9,02:47.1,65,210,Sedentary,0.95,44.17,37.5,Street,52,3.16
Device_5,07:47.1,103,2790,Walking,0.88,23.3,56.8,Gym,44,4.24
Device_9,12:47.1,126,3301,Running,0.88,13,78.2,Park,20,5.14
Device_3,17:47.1,92,862,Walking,0.9,21.2,40.5,Home,73,3.88
Device_2,22:47.1,65,1904,Walking,0.95,20,45.7,Street,47,3.8
Device_1,27:47.1,152,4942,Running,0.86,23.7,56.5,Gym,69,6.36
Device_2,32:47.1,65,4773,Running,0.87,20.3,64,Office,26,3.8
Device_7,37:47.1,280.53,2132,Walking,0.97,23.3,40,Street,71,15.76
Device_8,42:47.1,80,25,Sedentary,1,23.6,54.4,Gym,74,3.53
Device_5,47:47.1,74,210,Sedentary,0.97,24.2,64,Office,47,3.38
Device_10,52:47.1,87,1078,Walking,0.92,24.6,42.3,Gym,59,3.73
Device_9,57:47.1,65,18,Sedentary,0.94,22,62.8,Park,44,3.8
Device_9,02:47.1,63,15,Sedentary,0.89,21,35.6,Street,68,3.12
Device_6,07:47.1,108,2389,Walking,0.99,20.1,64,Office,40,4.42
Device_5,12:47.1,74,63,Sedentary,0.96,22.9,40.4,Gym,70,3.38
Device_6,17:47.1,65,64,Sedentary,0.95,26.5,38.1,Park,26,3.8
Device_3,22:47.1,81,210,Sedentary,1,13,33.4,Street,21,3.56
Device_2,27:47.1,157,3886,Running,0.88,20.9,53.2,Office,51,6.62
Device_1,32:47.1,66,24,Sedentary,0.86,13,56.6,Home,86,3.19
Device_6,37:47.1,71,210,Sedentary,0.95,20.3,55.6,Street,61,3.3
Device_1,42:47.1,126,3370,Running,0.88,18.4,40.2,Park,87,5.14
Device_6,47:47.1,65,1971,Walking,0.9,23.9,56.2,Home,100,3.8
Device_2,52:47.1,65,3112,Running,0.87,22,49.3,Gym,94,3.8
Device_4,57:47.1,148,3186,Running,0.89,23,55.4,Street,51,6.16
Device_6,02:47.1,97,210,Walking,0.92,12,53.8,Park,26,4.04
Device_3,07:47.1,79,31,Sedentary,0.96,20.8,53.8,Street,55,3.51
Device_3,12:47.1,93,1590,Walking,0.92,18.3,73.6,Park,58,3.91
Device_8,17:47.1,126,3832,Running,0.85,22.7,59.1,Gym,59,5.14
Device_10,22:47.1,66,4010,Running,0.93,23.3,40,Home,34,3.8
Device_3,27:47.1,94,481,Walking,0.9,31.2,45.4,Park,36,3.94
Device_4,32:47.1,73,112.72,Sedentary,0.99,25,46.9,Gym,39,3.35
Device_9,37:47.1,98,2582,Walking,0.89,25,64,Gym,68,4.07
Device_1,42:47.1,66,210,Sedentary,0.87,20.6,31.8,Street,43,3.8
Device_6,47:47.1,139,210,Running,0.87,18.3,68,Park,88,5.72
Device_8,52:47.1,83,53,Sedentary,0.99,23.2,53.6,Office,88,3.62
Device_2,57:47.1,72,210,Sedentary,0.87,22.9,36.4,Office,94,3.33
Device_2,02:47.1,66,968,Walking,0.94,46.76,36.4,Street,49,3.8
Device_8,07:47.1,66,1233,Walking,0.98,24.4,45.7,Street,52,3.8
Device_10,12:47.1,97,926,Walking,0.98,24.5,49.8,Street,20,4.04
Device_3,17:47.1,71,224,Sedentary,0.92,23.6,50.6,Gym,64,3.3
Device_8,22:47.1,104,2570,Walking,0.93,23.6,30.9,Office,40,4.28
Device_9,27:47.1,66,15,Sedentary,0.86,24.4,34.9,Street,97,2.4
Device_8,32:47.1,108,829,Walking,0.97,29.7,68,Park,25,4.42
Device_2,37:47.1,104,2513,Walking,0.94,21.9,58.4,Street,63,4.28
Device_2,42:47.1,352.09,454,Cycling,0.97,25.9,57.4,Gym,93,23.42
Device_5,47:47.1,66,6275.02,Walking,0.99,24.8,31.3,Home,49,2.4
Device_7,52:47.1,220.41,224,Sedentary,0.98,18.8,68,Park,59,10.67
Device_6,57:47.1,76,44,Sedentary,0.87,23.1,37.5,Street,26,3.43
Device_2,02:47.1,62,10,Sedentary,0.89,12,103.22,Park,55,3.1
Device_1,07:47.1,91,2675,Walking,0.95,20.8,45.8,Home,53,3.85
Device_5,12:47.1,66,11,Sedentary,0.96,22.2,48.3,Home,59,2.4
Device_5,17:47.1,88,2442,Walking,0.9,12,78.2,Park,29,3.76
Device_10,22:47.1,159,224,Running,0.87,12,56.7,Gym,37,6.73
Device_10,27:47.1,266.22,224,Walking,0.88,12,56.1,Street,92,14.44
Device_6,32:47.1,111,597,Walking,0.85,23.5,68,Home,60,4.53
Device_7,37:47.1,133,3122,Running,0.92,23.6,59.7,Street,52,5.44
Device_3,42:47.1,66,49,Sedentary,0.91,62.13,75.7,Park,61,2.4
Device_2,47:47.1,97,698,Walking,0.96,24,73.7,Park,96,4.04
Device_1,52:47.1,66,11,Sedentary,0.95,22.2,32.7,Home,22,2.4
Device_6,57:47.1,263.35,2526,Walking,0.91,22.2,50.9,Street,26,14.18
Device_6,02:47.1,72,224,Sedentary,0.97,25.8,68,Gym,31,3.33
Device_6,07:47.1,104,1930,Walking,0.99,20.2,61.39,Office,82,4.28
Device_10,12:47.1,94,242,Cycling,0.94,24,34.1,Street,67,3.94
